eccentric_anomaly,relative_update,absolute_error
0.08726646259971647,0.0,-0.008715574274765811
0.09598203687448228,0.09080422294187557,-0.0008678988754709099
0.09684993574995318,0.008961274664256199,-8.638679600393717e-5
0.09693632254595712,0.0008911705512965126,-8.59816014837922e-6
0.0969449207061055,8.869118759140638e-5,-8.557791240371149e-7
0.09694577648522953,8.82739975957075e-6,-8.51760795089751e-8
0.09694586166130904,8.785942798316347e-7,-8.477612958857073e-9
